"month","year","date","type","dead","injured","location","details","perpetrator","partOf"
"January","2018","14","Shooting","6","4","Qaysar District, Afghanistan","Six Afghan National Army soldiers were killed and two others surrendered to the Taliban in the Qaisar district of northwestern Faryab province. Separately, four policemen have been injured in a Taliban attack on a police check-post in the Chalgazai area of Qaisar.[80]","Taliban","War in Afghanistan"
"January","2018","14","Ambush","7","3","Farah Province, Afghanistan","At least seven police force members were killed in a Taliban ambush in Farah province. Another three police force members were wounded.[81]","Taliban","War in Afghanistan"
"January","2018","15","Suicide bombings","38","105","Baghdad, Iraq","2018 Baghdad bombings: 38 people were killed and at least 105 others wounded in two suicide bombings at Baghdad's al-Tayaran Square.[82]","Islamic State","Iraqi insurgency"
"January","2018","15","Shooting, arson","4","0","Mayo-Tsanaga, Cameroon","Four people were killed in Mayo-Tsanaga, a region of the Far North of Cameroon, during an attack by Boko Haram. The assailants left after burning down dozens of huts and a church.[83]","Boko Haram","Boko Haram insurgency"
"January","2018","15","Shooting","3","5","North Kivu, Democratic Republic of Congo","Three Democratic Republic of Congo soldiers were killed while repelling an attack in the eastern Beni region by ADF Ugandan extremist rebels. Five others were wounded.[84][85]","Allied Democratic Forces","Allied Democratic Forces insurgency"
"January","2018","15","Ambush","5","6","Kech District, Pakistan","At least five security personnel lost their lives and six others were injured when a vehicle carrying them turned over after being ambushed in Balochistan's Kech district.[86][87]","Baluch Liberation Front","Insurgency in Balochistan"
"January","2018","15","Shooting, kidnapping","6","5","Borno State, Nigeria","Six people were killed by gunmen who also abducted five girls who joined the loggers to collect firewood from the Jinene woods.[88]","Boko Haram","Boko Haram insurgency"
"January","2018","15","Shooting","3","2","Adamawa State, Nigeria","Five people, including two suspected fighters of the terror group Boko Haram, were killed in an attack near Nigeria's northeastern town of Madagali. Two others were critically injured.[89][90]","Boko Haram","Boko Haram insurgency"
"January","2018","16","Shooting","1","0","Quetta, Pakistan","A police constable was gunned down by gunmen on Quetta's Raisani Road.[91][92]","Tehrik-i-Taliban Pakistan","War in North-West Pakistan"
"January","2018","16","Shooting","1","0","North Mitrovica, Kosovo","A drive-by shooting outside an office in North Mitrovica killed the head politician of the Kosovo Serb party called Freedom, Democracy, Justice, Oliver Ivanović.[93]","Kosovo Albanian Militants","Terrorism in Kosovo"
"January","2018","16","Mortar attack","5","45","Khwaja Sabz Posh District, Afghanistan","At least five people were killed in a mortar attack on a market in northern Afghanistan. 45 people, including women and children, were also wounded in the attack in Khwaja Sabz Push district of Faryab Province.[94]","Taliban","War in Afghanistan"
"January","2018","16","Execution","1","0","Mohammad Agha District, Afghanistan","Taliban militants have beheaded an Afghan Local Police member in the Mohammad Agha district of central Logar province.[95]","Taliban","War in Afghanistan"
"January","2018","16","Suicide bombing, shooting","0","0","Karachi, Pakistan","A senior officer known for leading raids on militant hideouts escaped assassination when a suicide bomber riding on a motorcycle blew himself up near his vehicle in the port city of Karachi. The bomber had an unknown number of accomplices who opened fire at the car after the explosion. Guards returned fire, killing two of the gunmen.[96]","Tehrik-i-Taliban Pakistan","War in North-West Pakistan"
"January","2018","16","Suicide bombing","2","12","Far North Region, Cameroon","At least two civilians were killed and a dozen others injured in a suicide attack near a mosque in the Far North Region.[97]","Boko Haram","Boko Haram insurgency"
"January","2018","17","Arsons, Shooting","0","1","La Araucania Region, Chile","At series of arsons which affected two chapels, two helicopters, and a parish were burned for mapuche militants. In the commune of Ercilla members of Carabineros de Chile were ambushed for militants, injuring one officer. The president of Chile Sebastian Piñera condemned the attacks that take place in the Pope's visit to the south of the country.[98][99][100]","Coordinadora Arauco Malleco","Mapuche conflict"
"January","2018","17","Shooting","0","1","Baqubah, Iraq","A policeman was injured in a sniper attack by the militant Islamic State group in Baqubah, the capital of Diyala province.[101]","Islamic State","Iraqi insurgency"
"January","2018","17","Bombing","2","7","Diyala Governorate, Iraq","Two Iraqi police officers were killed and seven others injured in a bomb blast in Diyala province.[102]","Islamic State","Iraqi insurgency"
"January","2018","17","Suicide bombings","12","65","Maiduguri, Nigeria","Two suspected Boko Haram suicide bombers killed 12 people and injured 65 others in an attack in the northeastern Nigerian city of Maiduguri.[103][104]","Boko Haram","Boko Haram insurgency"
"January","2018","17","Shooting","7","10","Toumour, Niger","Suspected Boko Haram fighters killed at least seven soldiers in an attack on a military post in Niger's southeastern Diffa region. Ten others were injured in the attack.[105][106]","Boko Haram","Boko Haram insurgency"
"January","2018","17","Bombing","0","6","Mesetas, Colombia","Six policemen were wounded in an attack with explosives against their patrol in the municipality of Mesetas in the Colombian department of Meta.[107][108]","FARC dissidents","Colombian conflict"
"January","2018","17","Bombing","1","4","North Sinai Governorate, Egypt","A police captain was killed and four conscripts were injured after terrorists detonated an explosive device on the International Coastal Road.[109]","Islamic State","Sinai insurgency"
"January","2018","17","Shooting","0","2","Jenin, West Bank","Israeli special forces shot and killed an armed Palestinian man suspected to have been behind a drive-by shooting terror attack that killed Rabbi Raziel Shevach near a West Bank settlement outpost. Two Israeli special forces members were wounded during the raid.[110]","Hamas","Israeli–Palestinian conflict"
"January","2018","17","Shootings","8","0","Farah Province, Afghanistan","Eight police and Afghan National Army soldiers have been killed in attacks on security posts in the capital and Anar Dara district of western Farah province.[111]","Taliban","War in Afghanistan"
"January","2018","18","Shooting","2","0","Quetta, Pakistan","Gunmen shot dead a mother and her daughter who were part of a polio vaccination team in Quetta.[112]","Islamic State","War in North-West Pakistan"
"January","2018","18","Shooting","8","2","Helmand Province, Afghanistan","At least eight policemen were killed and two others wounded when Taliban attacked a security check post in Helmand province.[113]","Taliban","War in Afghanistan"
"January","2018","18","Shooting","5","0","Adamawa State, Nigeria","Boko Haram jihadists have killed five people in an attack on a village in Adamawa state, northeast Nigeria.[114]","Boko Haram","Boko Haram insurgency"
"January","2018","19","Bombings","0","0","Maguindanao, Philippines","Two explosions rocked Barangay Semba, likely the handwork of the Bangsamoro Islamic Freedom Fighters. No one was hurt in the twin blasts but shrapnel hit the gate of a nearby house and several trees in the area.[115]","Bangsamoro Islamic Freedom Fighters","Moro conflict"
"January","2018","19","Shooting","1","0","Ra-ngae District, Thailand","A 51-year-old woman whose husband was killed by insurgents was shot dead in Ra-ngae district of Narathiwat province in Thailand.[116]","Barisan Revolusi Nasional","South Thailand insurgency"
"January","2018","19","Bombing","1","2","Teorama, Colombia","Uniformed soldiers who were in an army base in the municipality of Teorama, Norte de Santander, were attacked in an unexpected attack by members of the ELN guerrillas. One soldier was killed and two more were injured.[117]","ELN","Colombian conflict"
"January","2018","19","Grenade attack","0","8","Pulwama, India","Eight policemen were injured after terrorists hurled a grenade at a Tehsil office in south Kashmir's Pulwama town.[118][119]","Jaish-e-Mohammed","Insurgency in Jammu and Kashmir"
"January","2018","19","Vehicular attack","0","3","Qasr el Yahud, West Bank","A Palestinian driver rammed IDF soldiers at a checkpoint near Qasr el Yahud in the West Bank, lightly injuring three men.[120][121]","Palestinian nationalist","Israeli–Palestinian conflict"
"January","2018","19","Shooting","22","20","North Kivu, Democratic Republic of Congo","22 soldiers were killed in Democratic Republic of Congo's volatile eastern borderlands where the army is battling Ugandan Islamist rebels. More than 20 other Congolese soldiers were also wounded after gunmen launched an attack during the night near the town of Eringeti in North Kivu province.[122]","Allied Democratic Forces","Allied Democratic Forces insurgency"
"January","2018","20","Grenade attack","0","0","Shopian district, India","Terrorists hurled a grenade at a police station in Jammu and Kashmir's Shopian district. No person was injured in the explosion.[123]","Lashkar-e-Taiba","Insurgency in Jammu and Kashmir"
"January","2018","20","Bombing","0","1","Dantewada district, India","A policeman was injured after Naxalites triggered an improvised explosive device near a market in Chhattisgarh's insurgency-hit Dantewada district.[124]","CPI","Naxalite–Maoist insurgency"
"January","2018","20","Shooting","18","0","Balkh Province, Afghanistan","Seventeen members of the public uprising forces and a local police commander were killed in an attack by the Taliban in Balkh province.[125]","Taliban","War in Afghanistan"
"January","2018","20","Shooting, arson, hostage taking","40","22","Kabul, Afghanistan","2018 Inter-Continental Hotel Kabul attack: Gunmen launched an attack on the Inter-Continental Hotel Kabul. More than 100 people were freed from the hotel and six gunmen were killed. 40 people are confirmed dead and at least 22 were injured.[126][127]","Taliban and Haqqani Network","War in Afghanistan"
